,University,Website
576,Bogor Agricultural University,www.ipb.ac.id
577,Bohai University,www.bhu.edu.cn
578,Bond University,www.bond.edu.au
579,Bosaso College,www.bosasocollege.com
580,Bost University,www.bost.edu.af
581,Botho University,www.bothocollege.ac.bw
582,Botswana Accountancy College,www.bac.ac.bw
583,Botswana College of Agriculture,www.bca.bw
584,Botswana International University of Science & Technology,www.biust.ac.bw
585,Bourgas Free University,www.bfu.bg
586,"Bourgas University ""Prof. Assen Zlatarov""",www.btu.bg
587,Bournemouth University,www.bournemouth.ac.uk
588,Bowen University,bowenuniversity-edu.org
589,Bow Valley College,www.bowvalleycollege.ca
590,B.P.Koirala Institute of Health Sciences,www.bpkihs.edu
591,Brac University,www.bracuniversity.net
592,B. R. Ambedkar Bihar University,www.brabu.net
593,Brandenburgische Technische Universität Cottbus,www.tu-cottbus.de
594,Brandon University,www.brandonu.ca
595,Bratislava International School of Liberal Arts,www.bisla.sk
596,Bratsk State Technical University,www.brstu.ru
597,Brescia College,www.uwo.ca
598,Brest State Technical University,www.bstu.by
599,Brest State University,www.brsu.brest.by
600,Brexgata University Academy,www.brexgata.eu
601,Brickfields Asia College,www.bac.edu.my
602,British College of Osteopathic Medicine,www.bcom.ac.uk
603,British Columbia Institute of Technology,www.bcit.ca
604,British Columbia Open University,www.bcou.ca
605,"British Institute in Paris, University of London",www.bip.lon.ac.uk
606,British Malaysian Institute,www.bmi.edu.my
607,British Royal University,broyalu.net
608,British University in Dubai,www.buid.ac.ae
609,Brjansk State Technical University,www.tu-bryansk.ru
610,Brno University of Technology,www.vutbr.cz
611,Brock University,www.brocku.ca
612,Brookdale Community College,www.brookdale.edu.ec
613,Brunel University Uxbridge,www.brunel.ac.uk
614,Brussels Management School (ICHEC),www.ichec.be
615,Brussels School of International Studies,www.ukc.ac.uk
616,B. S. Abdur Rahman University,www.bsauniv.ac.in
617,Bu Ali Sina University,www.basu.ac.ir
618,BU Business School,www.bubs.es
619,Buckinghamshire New University,www.bucks.ac.uk
620,Budapest Buddhist University,www.tkbf.hu
621,Budapest University of Economic Sciences and Public Administration,www.bke.hu
622,Buddhasravaka Bhikshu University,www.bbu.ac.lk
623,Buddhist Acamedy of China,www.zgfxy.cn
624,Buddhist and Pali University of Sri Lanka,www.bpu.ac.lk
625,Bugema University,www.bugemauniv.ac.ug
626,Build Bright University,www.bbu.edu.kh
627,Bukkyo University,www.bukkyo-u.ac.jp
628,Bulacan State University,www.bulsu.edu.ph
629,Bule Hora  University,www.bulehorauniversity.com
630,Bundelkhand University,www.bundelkhanduniversity.org
631,Bunka Women's University,www.bunka-wu.ac.jp
632,Bunkyo University,www.bunkyo.ac.jp
633,Burapha University,www.buu.ac.th
634,Buraydah College for Applied Medical Sciences,www.bpc.edu.sa
635,Burdwan University,www.buruniv.ac.in
636,Burjat State University,www.bsu.burnet.ru
637,Bushehr University of Medical Sciences,www.bpums.ac.ir
638,Business and Hotel Management School,www.bhms.ch
639,Business & Computer University College,www.hu.edu.lb
640,Business School Barcelona,barcelona.euruni.edu
641,Business School Lausanne (BSL),www.bsl-lausanne.ch
642,Busitema University,www.busitema.ac.ug
643,Busoga University,www.busogauniversity.ac.ug
644,Cagayan State University,www.csu.edu.ph
645,Cag University,www.cag.edu.tr
646,Cairo University,www.cu.edu.eg
647,Caleb University,www.calebuniversity.edu.ng
648,Calorx Teacher's University,www.ctu.kalorex.org
649,Camberwell College of Arts,www.camb.linst.ac.uk
650,Cambodian Mekong University,www.mekong.edu.kh
651,Cambodia University of Specialties,www.cus.edu.kh
652,Camosun College,www.camosun.bc.ca
653,Campion College,www.uregina.ca
654,Campus Bio-Medico University of Rome,www.unicampus.it
655,Canadian College of Business & Computers,www.ccbc.ca
656,Canadian Mennonite University,www.cmu.ca
657,Canadian Sudanese College,www.ccs.edu.sd
658,Canakkale (18th March) University,www.comu.edu.tr
659,Cankaya University,www.cankaya.edu.tr
660,Canterbury Christ Church University,www.canterbury.ac.uk
661,Can-Tho University,www.ctu.edu.vn
662,Cape Coast Polytechnic ,www.cpoly.edu.gh
663,Cape Peninsula University of Technology,www.cput.ac.za
664,Capilano College,www.capcollege.bc.ca
665,Capital Normal University,www.cnu.edu.cn
666,Capital University of Economics and Business,www.cueb.edu.cn
667,Capital University of Medical Sciences,www.cpums.edu.cn
668,Capitol University,www.cu-cdo.edu.ph
669,Cardiff University,www.cardiff.ac.uk
670,Cardinal Stefan Wyszynski University in Warsaw,www.uksw.edu.pl
671,Caribbean University,www.caribbean.edu
672,Caritas University,www.caritasuni.edu.ng
673,Carleton University,www.carleton.ca
674,Carlow Institute of Technology,www.itcarlow.ie
675,Carl von Ossietzky Universität Oldenburg,www.uni-oldenburg.de
676,Catholic University in Ruzomberok,www.ku.sk
678,Catholic University in Zimbabwe,www.cuz.ac.zw
679,Catholic University of Eastern Africa,www.cuea.edu
680,Catholic University of Korea,www.cuk.ac.kr
681,Catholic University of Lublin,www.kul.lublin.pl
682,Catholic University of Malawi,www.cunima.net
683,Catholic University of Pusan,www.cup.ac.kr
684,Catholic University of Taegu-Hyosung,www.cataegu.ac.kr
685,Catholic University of the Sacred Heart,www.unicatt.it
686,Caucasus University,www.cu.edu.ge
687,Cavendish University,www.cavendishza.org
688,CCS Haryana Agricultural University,hau.ernet.in
689,Cecos Univeristy of Information Technology,www.cecos.edu.pk
690,Celal Bayar University,www.bayar.edu.tr
691,Centennial College,www.centennialcollege.ca
692,Center for Entrepreneurship and Small Business Management,www.cesbm.ac.in
693,Central Academy of  Fine Art,www.cafa.edu.cn
694,Central Agricultural University,www.cau.org.in
695,Central America Health Sciences University (Belize Medical College),www.cahsu.edu
696,Central Buganda University,www.cbu2000.com
697,Central China Normal University,www.ccnu.edu.cn
698,Central European University,www.ceu.hu
699,Central Institute of English and Foreign Languages,www.ciefl.org
700,Central Institute of Fisheries Education,www.cife.edu.in
701,Central Institute of Higher Tibetan Studies,www.cihts.ac.in
702,Central Luzon State University,www2.mozcom.com
703,Central Mindanao University,www.cmu.edu.ph
704,Central Ostrobothnia University of Applied Sciences,www.cou.fi
705,Central Philippine University,www.cpuic.edu
706,Central Police University,www.cpu.edu.tw
707,Central Queensland University,www.cqu.edu.au
708,Central Radio and TV University,www.crtvu.edu.cn
709,Central Saint Martins College of Art & Design,www.csm.linst.ac.uk
710,Central South Forestry University,www.csfu.edu.cn
711,Central South University,www.csu.edu.cn
712,Central University College,www.central.edu.gh
713,Central University for Nationalities,www.cun.edu.cn
714,Central University of Finance and Economics,www.cufe.edu.cn
715,"Central University of Technology, Free State",www.cut.ac.za
716,Centre de Formation et de Perfectionnement des Journalistes,www.cfpj.com
717,Centre d'Etudes Supérieures des Techniques Industrielles,www.ismcm-cesti.fr
718,Centre d'Etudes Supérieures Industrielles Paris,www.cesi.fr
719,Centre National d'Etudes Agronomiques des Régions Chaudes,www.cnearc.fr
720,Centre Universitaire de Jijel,www.univ-jijel.dz
721,Centre Universitaire de Tebessa,www.univ-tebessa.dz
722,Centre Universitaire de Technologie,www.cut.edu.lb
723,Centre Universitaire de Tiaret,www.univ-tiaret.dz
724,Centre Universitaire d'Oum El Bouaghi,www.univ-oeb.dz
725,Centro de Enseñanza Técnica Industrial,www.ceti.mx
726,Centro de Estudios Avanzados de Puerto Rico y el Caribe,www.ceaprc.org
727,Centro de Estudios Investigación y Tecnología (CEIT),www.iceit.edu.co
728,Centro de Estudios Universitarios Monterrey,www.ceu.edu.mx
729,Centro de Estudios Universitarios Xochicalco,www.ceux.mx
730,Centro Escolar University,www.ceu.edu.ph
731,Centro Regional Universitário de Espiríto Santo do Pinhal,www.creupi.br
732,Centro Universitário Adventista de São Paulo,www.unasp.edu.br
733,Centro Universitário Barao de Maua,www.baraodemaua.br
734,Centro Universitario Ciudad Vieja,www.cucv.edu.gt
735,Centro Universitário Claretiano,www.claretiano.edu.br
736,Centro Universitário de Araraquara,www.uniara.com.br
737,Centro Universitário de João Pessoa,www.unipe.br
738,Centro Universitario de Occidente,www.cunoc.edu.gt
739,Centro Universitario Ixtlahuaca,www.ceunix.com.mx
740,Centro Universitário Monte Serrat,www.unimonte.br
741,Centro Universitário Newton Paiva,www.newtonpaiva.br
742,Centro Universitário Plinio Leite,www.unipli.com.br
743,Centro Universitário Senac,www.sp.senac.br
744,Centro Universitário Serra dos Órgãos,www.unifeso.edu.br
745,Centro Universitario Villanueva,www.villanueva.edu
746,CETYS Universidad,www.cetys.mx
747,Cevro Institut College,www.vsci.cz
748,Chalmers University of Technology,www.chalmers.se
749,Chamreun University of Poly Technology,www.cup.edu.kh
750,Chandra Shekhar Azad University of Agriculture and Technology,www.csauk.ac.in
751,Changchun Teachers College,www.cncnc.edu.cn
752,Changchun University of Technology,www.ccut.edu.cn
753,Chang Gung University,www.cgu.edu.tw
754,Chang Jung University,www.cju.edu.tw
755,Changsha Railway University,www.csru.edu.cn
756,Changsha University of Electric Power,www.csuep.edu.cn
757,Changwon National University,www.changwon.ac.kr
758,Chaopraya University ,www.cpu.ac.th
759,Chao Yang University of Science and Technology,www.cyut.edu.tw
760,Charisma University,www.charismauniversity.org
761,Charles Darwin University,www.cdu.edu.au
762,Charles Sturt University,www.csu.edu.au
763,Charles University Prague,www.cuni.cz
764,Chaudhary Charan Singh Haryana Agricultural University,www.hau.ernet.in
765,Chaudhary Charan Singh University,www.ccsuniversity.ac.in
766,Ch. Charan Singh University,www.ccsuniversity.org
767,Cheju National University,www.cheju.ac.kr
768,Cheju National University of Education,www.cheju-e.ac.kr
769,Cheljabinsk State Institute of Teacher Training,cspi.urc.ac.ru
770,Cheljabinsk State University,www.csu.ac.ru
771,Cheljabinsk University of Agricultural Engineering,www.urc.ac.ru
772,Chelsea College of Art and Design,www.chelsea.linst.ac.uk
773,Chengdu Institute of Sichuan International Studies University,www.cisisu.edu.cn
774,Chengdu University,www.cdu.edu.cn
775,Chengdu University of Technology,www.cdut.edu.cn
776,Chengdu University of Traditional Chinese Medicine,www.cdutcm.edu.cn
777,Chernivci National University,www.chnu.cv.ua
778,Chhatrapati Shahu Ji Maharaj University,www.kanpuruniversity.org
779,Chia Nana College of Pharmacy and Science,www.chna.edu.tw
780,Chiang Mai Rajabhat University,www.cmru.ac.th
781,Chiang Mai University,www.chiangmai.ac.th
782,Chiang Mai Vocational College,www.cmvc.ac.th
783,Chiba Institute of Technology,www.it-chiba.ac.jp
784,Chiba Keizai University,www.cku.ac.jp
785,Chiba University,www.chiba-u.ac.jp
786,Chiba University of Commerce,www.cuc.ac.jp
787,Chikushi Jogakuen University,www.chikushi.ac.jp
788,China Academy of Art,www.chinaacademyofart.com
789,China Agricultural University,www.cau.edu.cn
790,China Agriculture University East,www.bjaeu.edu.cn
791,China Foreign Affairs University,www.cfau.edu.cn
792,China Medical College,www.cmc.edu.tw
793,China Medical University Shenyang,www.cmu.edu.cn
794,China Pharmaceutical University Nanjing,www.cpu.edu.cn
795,China Three Gorges University,www.ctgu.edu.cn
796,China University of Geoscience Beijing,www.cugb.edu.cn
797,China University of Geosciences Wuhan,www.cug.edu.cn
798,China University of Mining Technology - Beijing,www.cumtb.edu.cn
799,China University of Mining Technology - Xuzhou,www.cumt.edu.cn
800,China University of Political Science and Law,www.cupl.edu.cn
801,China USA Business University,www.cubu.edu
802,China youth college for political science,www.cyc.edu.cn
803,Chinese Culture University,www.pccu.edu.tw
804,Chinese People's Public Security University,www.cppsu.edu.cn
805,Chinese University of Hong Kong,www.cuhk.hk
806,Ching Kuo Institue of Management & Health,www.cku.edu.tw
807,Chinhoyi University of Technology,www.cut.ac.zw
808,Chinju National University,www.chinju.ac.kr
809,Chinju National University of Education,www.chinju-e.ac.kr
810,Chittagong Independent University,www.ciu.edu.bd
811,Chittagong University of Engineering and Technology,www.cuet.ac.bd
812,Chodang University,www.chodang.ac.kr
813,Chonbuk National University,www.chonbuk.ac.kr
814,Chonbuk Sanup University of Technology (Howon University),www.howon.ac.kr
815,Chongju National University of Education,www.chongju-e.ac.kr
816,Chongju University,www.chongju.ac.kr
817,Chongqing Education College,www.cqec.net.cn
818,Chongqing Medical University,www.cqmu.edu.cn
819,Chongqing Normal University,www.cqnu.edu.cn
820,Chongqing Normal University Foreign Trade and Business College,www.swsm.cn
821,Chongqing Technology and Business University,www.ctbu.edu.cn
822,Chongqing Telecommunication College,www.cqtcedu.com
823,Chongqing Three Gorges University,www.sanxiau.edu.cn
824,Chongqing University,www.cqu.edu.cn
825,Chongqing University of Communications,www.cquc.edu.cn
826,Chongqing University of Post and Telecommunications,www.cqupt.edu.cn
827,Chongqing University of Science and Technology ,www.cqust.cn
828,Chongqing University of Technology,www.cqut.edu.cn
829,Chongqing Vocational College of Public Transportation,www.cqgyzy.com
830,Chongqing Wenli University,www.cqwu.net
831,Chonju National University of Education,www.chonju-e.ac.kr
832,Chonnam National University,www.chonnam.ac.kr
833,Chosun University,www.chosun.ac.kr
834,Christchurch Polytechnic Institute of Technology,www.cpit.ac.nz
835,Christelijke Hogeschool Windesheim,www.windesheim.nl
836,Christian-Albrechts-Universität Kiel,www.uni-kiel.de
837,Christian Theological Academy in Warszaw,www.qdnet.pl
838,Christ University,www.christuniversity.in
839,Chubu Gakuin University & Chubu Women's College,www.chubu-gu.ac.jp
840,Chubu University,www.chubu.ac.jp
841,Chu Hai College,www.chuhai.edu.hk
842,Chuka University,www.chuka.ac.ke
843,Chukyo Gakuin University,www.chukyogakuin-u.ac.jp
844,Chukyo University,www.chukyo-u.ac.jp
845,Chukyo Women's University,www.chujo-u.ac.jp
846,Chulalongkorn University,www.chula.ac.th
847,Chunchon National University of Education,www.cnue-e.ac.kr
848,Chung-Ang University,www.cau.ac.kr
849,Chungbuk National University,www.chungbuk.ac.kr
850,Chung Hua University,www.chu.edu.tw
851,Chung-Ju National University,www.chungju.ac.kr
852,Chungnam National University,www.chungnam.ac.kr
853,Chung Shan Medical and Dental College,www.csmc.edu.tw
854,Chung Yuan Christian University,www.cycu.edu.tw
855,Chuo Gakuin University,www.cgu.ac.jp
856,Chuo University,www.chuo-u.ac.jp
857,Chuvash State University,www.chuvsu.ru
858,Cihan University,www.cihanuniversity.edu.iq
859,City University,www.city.ac.uk
860,City University,www.cityuniversity.edu.bd
861,City University Athens,www.cityu.gr
862,City University College of Science and Technology,www.city.edu.my
863,City University of Hong Kong,www.cityu.edu.hk
864,City University Programs in Bulgaria ,www.cityu.bg
865,Civil Aviation University of China,www.cauc.edu
866,CMJ University,www.cmjuniversity.edu.in
867,Cochin University of Science and Technology,www.cusat.ac.in
868,Colegio de Estudios Superiores de Administración (CESA),www.cesa.edu.co
869,Colegio de San Juan de Letran,www.letran.edu
870,Collège Boréal,www.borealc.on.ca
871,College in Sládkovičovo,www.vssladkovicovo.sk
872,College of Business Management ( CBM ),www.cbm.edu.pk
873,College of Busniess Admnistration,www.cba.edu.sa
874,College of Computer Science in Lodz,www.wsinf.edu.pl
875,College of Dunaujvaros,www.duf.hu
876,College of Education Ikere,www.coeikere.edu.ng
877,College of Education Oju,www.coeoju.com
878,College of Europe,www.coleurope.eu
